Year;Country;Source;Emission
2014;Myanmar;Industrial Processes and Product Use;1.19000
2015;Myanmar;Industrial Processes and Product Use;1.05000
2016;Myanmar;Industrial Processes and Product Use;1.72000
2017;Myanmar;Industrial Processes and Product Use;1.75000
2018;Myanmar;Industrial Processes and Product Use;1.77000
1850;Myanmar;Waste;0.15900
1851;Myanmar;Waste;0.15900
1852;Myanmar;Waste;0.15800
1853;Myanmar;Waste;0.15800
1854;Myanmar;Waste;0.15800
1855;Myanmar;Waste;0.15800
1856;Myanmar;Waste;0.15800
1857;Myanmar;Waste;0.15800
1858;Myanmar;Waste;0.15800
1859;Myanmar;Waste;0.15800
1860;Myanmar;Waste;0.15800
1861;Myanmar;Waste;0.15800
1862;Myanmar;Waste;0.15800
1863;Myanmar;Waste;0.15800
1864;Myanmar;Waste;0.15800
1865;Myanmar;Waste;0.15800
1866;Myanmar;Waste;0.15800
1867;Myanmar;Waste;0.15800
1868;Myanmar;Waste;0.15800
1869;Myanmar;Waste;0.15800
1870;Myanmar;Waste;0.15800
1871;Myanmar;Waste;0.15900
1872;Myanmar;Waste;0.16000
1873;Myanmar;Waste;0.16100
1874;Myanmar;Waste;0.16300
1875;Myanmar;Waste;0.16500
1876;Myanmar;Waste;0.16700
1877;Myanmar;Waste;0.16900
1878;Myanmar;Waste;0.17100
1879;Myanmar;Waste;0.17200
1880;Myanmar;Waste;0.17400
1881;Myanmar;Waste;0.17500
1882;Myanmar;Waste;0.17600
1883;Myanmar;Waste;0.17700
1884;Myanmar;Waste;0.17800
1885;Myanmar;Waste;0.17900
1886;Myanmar;Waste;0.18100
1887;Myanmar;Waste;0.18200
1888;Myanmar;Waste;0.18300
1889;Myanmar;Waste;0.18500
1890;Myanmar;Waste;0.19700
1891;Myanmar;Waste;0.20100
1892;Myanmar;Waste;0.20500
1893;Myanmar;Waste;0.21000
1894;Myanmar;Waste;0.21500
1895;Myanmar;Waste;0.22000
1896;Myanmar;Waste;0.22600
1897;Myanmar;Waste;0.23300
1898;Myanmar;Waste;0.23900
1899;Myanmar;Waste;0.24700
1900;Myanmar;Waste;0.25400
1901;Myanmar;Waste;0.26200
1902;Myanmar;Waste;0.27100
1903;Myanmar;Waste;0.28100
1904;Myanmar;Waste;0.29100
1905;Myanmar;Waste;0.30300
1906;Myanmar;Waste;0.31400
1907;Myanmar;Waste;0.32600
1908;Myanmar;Waste;0.33800
1909;Myanmar;Waste;0.35000
1910;Myanmar;Waste;0.36200
1911;Myanmar;Waste;0.37400
1912;Myanmar;Waste;0.38600
1913;Myanmar;Waste;0.39800
1914;Myanmar;Waste;0.41100
1915;Myanmar;Waste;0.42400
1916;Myanmar;Waste;0.43600
1917;Myanmar;Waste;0.44900
1918;Myanmar;Waste;0.46300
1919;Myanmar;Waste;0.47600
1920;Myanmar;Waste;0.48900
1921;Myanmar;Waste;0.50300
1922;Myanmar;Waste;0.51600
1923;Myanmar;Waste;0.53000
1924;Myanmar;Waste;0.54400
1925;Myanmar;Waste;0.55800
1926;Myanmar;Waste;0.57300
1927;Myanmar;Waste;0.58700
1928;Myanmar;Waste;0.60200
1929;Myanmar;Waste;0.61600
1930;Myanmar;Waste;0.63200
1931;Myanmar;Waste;0.64600
1932;Myanmar;Waste;0.66200
1933;Myanmar;Waste;0.67700
1934;Myanmar;Waste;0.69300
1935;Myanmar;Waste;0.70900
1936;Myanmar;Waste;0.72500
1937;Myanmar;Waste;0.74300
1938;Myanmar;Waste;0.76000
1939;Myanmar;Waste;0.77900
1940;Myanmar;Waste;0.79700
1941;Myanmar;Waste;0.81800
1942;Myanmar;Waste;0.83100
1943;Myanmar;Waste;0.85300
1944;Myanmar;Waste;0.87900
1945;Myanmar;Waste;0.90700
1946;Myanmar;Waste;0.93500
1947;Myanmar;Waste;0.96400
1948;Myanmar;Waste;0.99500
1949;Myanmar;Waste;1.02000
1950;Myanmar;Waste;1.06000
1951;Myanmar;Waste;1.09000
1952;Myanmar;Waste;1.12000
1953;Myanmar;Waste;1.15000
1954;Myanmar;Waste;1.19000
1955;Myanmar;Waste;1.22000
1956;Myanmar;Waste;1.26000
1957;Myanmar;Waste;1.30000
1958;Myanmar;Waste;1.34000
1959;Myanmar;Waste;1.38000
1960;Myanmar;Waste;1.43000
1961;Myanmar;Waste;1.48000
1962;Myanmar;Waste;1.53000
1963;Myanmar;Waste;1.59000
1964;Myanmar;Waste;1.66000
1965;Myanmar;Waste;1.73000
1966;Myanmar;Waste;1.79000
1967;Myanmar;Waste;1.87000
1968;Myanmar;Waste;1.93000
1969;Myanmar;Waste;1.99000
1970;Myanmar;Waste;2.04000
1971;Myanmar;Waste;2.10000
1972;Myanmar;Waste;2.17000
1973;Myanmar;Waste;2.21000
1974;Myanmar;Waste;2.28000
1975;Myanmar;Waste;2.33000
1976;Myanmar;Waste;2.38000
1977;Myanmar;Waste;2.44000
1978;Myanmar;Waste;2.50000
1979;Myanmar;Waste;2.57000
1980;Myanmar;Waste;2.64000
1981;Myanmar;Waste;2.71000
1982;Myanmar;Waste;2.79000
1983;Myanmar;Waste;2.86000
1984;Myanmar;Waste;2.95000
1985;Myanmar;Waste;3.02000
1986;Myanmar;Waste;3.11000
1987;Myanmar;Waste;3.17000
1988;Myanmar;Waste;3.23000
1989;Myanmar;Waste;3.28000
1990;Myanmar;Waste;3.29000
1991;Myanmar;Waste;3.33000
1992;Myanmar;Waste;3.38000
1993;Myanmar;Waste;3.43000
1994;Myanmar;Waste;3.48000
1995;Myanmar;Waste;3.54000
1996;Myanmar;Waste;3.60000
1997;Myanmar;Waste;3.66000
1998;Myanmar;Waste;3.72000
1999;Myanmar;Waste;3.79000
2000;Myanmar;Waste;3.73000
2001;Myanmar;Waste;3.82000
2002;Myanmar;Waste;3.88000
2003;Myanmar;Waste;4.00000
2004;Myanmar;Waste;4.10000
2005;Myanmar;Waste;4.21000
2006;Myanmar;Waste;4.28000
2007;Myanmar;Waste;4.37000
2008;Myanmar;Waste;4.45000
2009;Myanmar;Waste;4.52000
2010;Myanmar;Waste;4.61000
2011;Myanmar;Waste;4.66000
2012;Myanmar;Waste;4.71000
2013;Myanmar;Waste;4.78000
2014;Myanmar;Waste;4.85000
2015;Myanmar;Waste;4.90000
2016;Myanmar;Waste;5.04000
2017;Myanmar;Waste;5.12000
2018;Myanmar;Waste;5.20000
1850;Myanmar;Agriculture;3.23000
1851;Myanmar;Agriculture;3.59000
1852;Myanmar;Agriculture;3.95000
1853;Myanmar;Agriculture;4.30000
1854;Myanmar;Agriculture;4.64000
1855;Myanmar;Agriculture;4.97000
1856;Myanmar;Agriculture;5.30000
1857;Myanmar;Agriculture;5.62000
1858;Myanmar;Agriculture;5.94000
1859;Myanmar;Agriculture;6.24000
1860;Myanmar;Agriculture;6.54000
1861;Myanmar;Agriculture;6.83000
1862;Myanmar;Agriculture;7.12000
1863;Myanmar;Agriculture;7.39000
1864;Myanmar;Agriculture;7.67000
1865;Myanmar;Agriculture;7.93000
1866;Myanmar;Agriculture;8.19000
1867;Myanmar;Agriculture;8.44000
1868;Myanmar;Agriculture;8.68000
1869;Myanmar;Agriculture;8.92000
1870;Myanmar;Agriculture;9.15000
1871;Myanmar;Agriculture;9.38000
1872;Myanmar;Agriculture;9.62000
1873;Myanmar;Agriculture;9.87000
1874;Myanmar;Agriculture;10.10000
1875;Myanmar;Agriculture;10.40000
1876;Myanmar;Agriculture;10.60000
1877;Myanmar;Agriculture;10.80000
1878;Myanmar;Agriculture;11.00000
1879;Myanmar;Agriculture;11.20000
1880;Myanmar;Agriculture;11.40000
1881;Myanmar;Agriculture;11.60000
1882;Myanmar;Agriculture;11.70000
1883;Myanmar;Agriculture;11.90000
1884;Myanmar;Agriculture;12.00000
1885;Myanmar;Agriculture;12.10000
1886;Myanmar;Agriculture;12.30000
1887;Myanmar;Agriculture;12.40000
1888;Myanmar;Agriculture;12.50000
1889;Myanmar;Agriculture;12.60000
1890;Myanmar;Agriculture;12.60000
1891;Myanmar;Agriculture;12.70000
1892;Myanmar;Agriculture;12.80000
1893;Myanmar;Agriculture;12.90000
1894;Myanmar;Agriculture;13.00000
1895;Myanmar;Agriculture;13.00000
1896;Myanmar;Agriculture;13.10000
1897;Myanmar;Agriculture;13.10000
1898;Myanmar;Agriculture;13.20000
1899;Myanmar;Agriculture;13.20000
1900;Myanmar;Agriculture;13.20000
1901;Myanmar;Agriculture;13.20000
1902;Myanmar;Agriculture;13.20000
1903;Myanmar;Agriculture;13.20000
1904;Myanmar;Agriculture;13.10000
1905;Myanmar;Agriculture;13.10000
1906;Myanmar;Agriculture;13.00000
1907;Myanmar;Agriculture;13.00000
1908;Myanmar;Agriculture;13.00000
1909;Myanmar;Agriculture;12.90000
1910;Myanmar;Agriculture;12.90000
1911;Myanmar;Agriculture;13.00000
1912;Myanmar;Agriculture;13.10000
1913;Myanmar;Agriculture;13.20000
1914;Myanmar;Agriculture;13.40000
1915;Myanmar;Agriculture;13.50000
1916;Myanmar;Agriculture;13.70000
1917;Myanmar;Agriculture;13.90000
1918;Myanmar;Agriculture;14.00000
1919;Myanmar;Agriculture;14.10000
1920;Myanmar;Agriculture;14.10000
1921;Myanmar;Agriculture;14.10000
1922;Myanmar;Agriculture;13.90000
1923;Myanmar;Agriculture;13.70000
1924;Myanmar;Agriculture;13.40000
1925;Myanmar;Agriculture;13.10000
1926;Myanmar;Agriculture;12.70000
1927;Myanmar;Agriculture;12.40000
1928;Myanmar;Agriculture;12.20000
1929;Myanmar;Agriculture;12.00000
1930;Myanmar;Agriculture;12.00000
1931;Myanmar;Agriculture;12.00000
1932;Myanmar;Agriculture;12.20000
1933;Myanmar;Agriculture;12.50000
1934;Myanmar;Agriculture;12.80000
1935;Myanmar;Agriculture;13.20000
1936;Myanmar;Agriculture;13.60000
1937;Myanmar;Agriculture;13.90000
1938;Myanmar;Agriculture;14.20000
1939;Myanmar;Agriculture;14.40000
1940;Myanmar;Agriculture;14.40000
1941;Myanmar;Agriculture;14.50000
1942;Myanmar;Agriculture;14.50000
1943;Myanmar;Agriculture;14.50000
1944;Myanmar;Agriculture;14.50000
1945;Myanmar;Agriculture;14.50000
1946;Myanmar;Agriculture;14.50000
1947;Myanmar;Agriculture;14.50000
1948;Myanmar;Agriculture;14.50000
1949;Myanmar;Agriculture;14.50000
1950;Myanmar;Agriculture;14.50000
1951;Myanmar;Agriculture;14.60000
1952;Myanmar;Agriculture;14.70000
1953;Myanmar;Agriculture;14.80000
1954;Myanmar;Agriculture;14.90000
1955;Myanmar;Agriculture;15.00000
1956;Myanmar;Agriculture;15.20000
1957;Myanmar;Agriculture;15.30000
1958;Myanmar;Agriculture;15.40000
1959;Myanmar;Agriculture;15.50000
1960;Myanmar;Agriculture;15.60000
1961;Myanmar;Agriculture;14.90000
1962;Myanmar;Agriculture;15.80000
1963;Myanmar;Agriculture;16.60000
1964;Myanmar;Agriculture;17.30000
1965;Myanmar;Agriculture;17.40000
1966;Myanmar;Agriculture;16.60000
1967;Myanmar;Agriculture;17.30000
1968;Myanmar;Agriculture;17.70000
1969;Myanmar;Agriculture;17.60000
1970;Myanmar;Agriculture;18.10000
1971;Myanmar;Agriculture;18.10000
1972;Myanmar;Agriculture;17.90000
1973;Myanmar;Agriculture;19.10000
1974;Myanmar;Agriculture;18.90000
1975;Myanmar;Agriculture;19.40000
1976;Myanmar;Agriculture;19.30000
1977;Myanmar;Agriculture;19.50000
1978;Myanmar;Agriculture;20.20000
1979;Myanmar;Agriculture;19.40000
1980;Myanmar;Agriculture;20.50000
1981;Myanmar;Agriculture;20.90000
1982;Myanmar;Agriculture;20.80000
1983;Myanmar;Agriculture;21.60000
1984;Myanmar;Agriculture;21.30000
1985;Myanmar;Agriculture;21.70000
1986;Myanmar;Agriculture;21.80000
1987;Myanmar;Agriculture;21.70000
1988;Myanmar;Agriculture;21.80000
1989;Myanmar;Agriculture;20.90000
1990;Myanmar;Agriculture;21.30000
1991;Myanmar;Agriculture;21.00000
1992;Myanmar;Agriculture;22.10000
1993;Myanmar;Agriculture;23.20000
1994;Myanmar;Agriculture;23.90000
1995;Myanmar;Agriculture;24.70000
1996;Myanmar;Agriculture;24.50000
1997;Myanmar;Agriculture;24.00000
1998;Myanmar;Agriculture;24.30000
1999;Myanmar;Agriculture;26.20000
2000;Myanmar;Agriculture;26.70000
2001;Myanmar;Agriculture;27.20000
2002;Myanmar;Agriculture;27.60000
2003;Myanmar;Agriculture;28.30000
2004;Myanmar;Agriculture;29.10000
2005;Myanmar;Agriculture;30.90000
2006;Myanmar;Agriculture;32.70000
2007;Myanmar;Agriculture;33.70000
2008;Myanmar;Agriculture;34.10000
2009;Myanmar;Agriculture;34.70000
2010;Myanmar;Agriculture;35.40000
2011;Myanmar;Agriculture;34.50000
2012;Myanmar;Agriculture;34.90000
2013;Myanmar;Agriculture;35.50000
2014;Myanmar;Agriculture;36.30000
2015;Myanmar;Agriculture;37.20000
2016;Myanmar;Agriculture;38.00000
2017;Myanmar;Agriculture;38.20000
2018;Myanmar;Agriculture;37.40000
1850;Myanmar;Other;0.00000
1851;Myanmar;Other;0.00168
1852;Myanmar;Other;0.00337
1853;Myanmar;Other;0.00505
1854;Myanmar;Other;0.00673
1855;Myanmar;Other;0.00841
1856;Myanmar;Other;0.01010
1857;Myanmar;Other;0.01180
1858;Myanmar;Other;0.01350
1859;Myanmar;Other;0.01510
1860;Myanmar;Other;0.01680
1861;Myanmar;Other;0.01850
1862;Myanmar;Other;0.02020
1863;Myanmar;Other;0.02190
1864;Myanmar;Other;0.02360
1865;Myanmar;Other;0.02520
1866;Myanmar;Other;0.02690
1867;Myanmar;Other;0.02860
1868;Myanmar;Other;0.03030
1869;Myanmar;Other;0.03200
1870;Myanmar;Other;0.03370
1871;Myanmar;Other;0.03530
1872;Myanmar;Other;0.03700
1873;Myanmar;Other;0.03870
1874;Myanmar;Other;0.04040
1875;Myanmar;Other;0.04210
1876;Myanmar;Other;0.04380
1877;Myanmar;Other;0.04540
1878;Myanmar;Other;0.04710
1879;Myanmar;Other;0.04880
1880;Myanmar;Other;0.05050
1881;Myanmar;Other;0.05220
1882;Myanmar;Other;0.05390
1883;Myanmar;Other;0.05550
1884;Myanmar;Other;0.05720
1885;Myanmar;Other;0.05890
1886;Myanmar;Other;0.06060
1887;Myanmar;Other;0.06230
1888;Myanmar;Other;0.06390
1889;Myanmar;Other;0.06560
1890;Myanmar;Other;0.06730
1891;Myanmar;Other;0.06900
1892;Myanmar;Other;0.07070
1893;Myanmar;Other;0.07240
1894;Myanmar;Other;0.07400
1895;Myanmar;Other;0.07570
1896;Myanmar;Other;0.07740
1897;Myanmar;Other;0.07910
1898;Myanmar;Other;0.08080
1899;Myanmar;Other;0.08250
1900;Myanmar;Other;0.08410
1901;Myanmar;Other;0.08580
1902;Myanmar;Other;0.08750
1903;Myanmar;Other;0.08920
1904;Myanmar;Other;0.09090
1905;Myanmar;Other;0.09260
1906;Myanmar;Other;0.09420
1907;Myanmar;Other;0.09590
1908;Myanmar;Other;0.09760
1909;Myanmar;Other;0.09930
1910;Myanmar;Other;0.10100
1911;Myanmar;Other;0.10300
1912;Myanmar;Other;0.10400
1913;Myanmar;Other;0.10600
1914;Myanmar;Other;0.10800
1915;Myanmar;Other;0.10900
1916;Myanmar;Other;0.11100
1917;Myanmar;Other;0.11300
1918;Myanmar;Other;0.11400
1919;Myanmar;Other;0.11600
1920;Myanmar;Other;0.11800
1921;Myanmar;Other;0.11900
1922;Myanmar;Other;0.12100
1923;Myanmar;Other;0.12300
1924;Myanmar;Other;0.12500
1925;Myanmar;Other;0.12600
1926;Myanmar;Other;0.12800
1927;Myanmar;Other;0.13000
1928;Myanmar;Other;0.13100
1929;Myanmar;Other;0.13300
1930;Myanmar;Other;0.13500
1931;Myanmar;Other;0.13600
1932;Myanmar;Other;0.13800
1933;Myanmar;Other;0.14000
1934;Myanmar;Other;0.14100
1935;Myanmar;Other;0.14300
1936;Myanmar;Other;0.14500
1937;Myanmar;Other;0.14600
1938;Myanmar;Other;0.14800
1939;Myanmar;Other;0.15000
1940;Myanmar;Other;0.15100
1941;Myanmar;Other;0.15300
1942;Myanmar;Other;0.15500
1943;Myanmar;Other;0.15700
1944;Myanmar;Other;0.15800
1945;Myanmar;Other;0.16000
1946;Myanmar;Other;0.16200
1947;Myanmar;Other;0.16300
1948;Myanmar;Other;0.16500
1949;Myanmar;Other;0.16700
1950;Myanmar;Other;0.16800
1951;Myanmar;Other;0.17000
1952;Myanmar;Other;0.17200
1953;Myanmar;Other;0.17300
1954;Myanmar;Other;0.17500
1955;Myanmar;Other;0.17700
1956;Myanmar;Other;0.17800
1957;Myanmar;Other;0.18000
1958;Myanmar;Other;0.18200
1959;Myanmar;Other;0.18300
1960;Myanmar;Other;0.18500
1961;Myanmar;Other;0.18700
1962;Myanmar;Other;0.18800
1963;Myanmar;Other;0.19000
1964;Myanmar;Other;0.19200
1965;Myanmar;Other;0.19400
1966;Myanmar;Other;0.19500
1967;Myanmar;Other;0.19700
1968;Myanmar;Other;0.19900
1969;Myanmar;Other;0.20000
1970;Myanmar;Other;0.20700
1971;Myanmar;Other;0.20700
1972;Myanmar;Other;0.21000
1973;Myanmar;Other;0.20900
1974;Myanmar;Other;0.21700
1975;Myanmar;Other;0.21900
1976;Myanmar;Other;0.22400
1977;Myanmar;Other;0.23000
1978;Myanmar;Other;0.23500
1979;Myanmar;Other;0.24000
1980;Myanmar;Other;0.24500
1981;Myanmar;Other;0.24700
1982;Myanmar;Other;0.25100
1983;Myanmar;Other;0.25400
1984;Myanmar;Other;0.26000
1985;Myanmar;Other;0.27600
1986;Myanmar;Other;0.27800
1987;Myanmar;Other;0.26800
1988;Myanmar;Other;0.26300
1989;Myanmar;Other;0.27100
1990;Myanmar;Other;0.26400
1991;Myanmar;Other;0.25800
1992;Myanmar;Other;0.26800
1993;Myanmar;Other;0.25200
1994;Myanmar;Other;0.26100
1995;Myanmar;Other;0.28000
1996;Myanmar;Other;0.27900
1997;Myanmar;Other;0.27700
1998;Myanmar;Other;0.28800
1999;Myanmar;Other;0.28400
2000;Myanmar;Other;0.29400
2001;Myanmar;Other;0.29000
2002;Myanmar;Other;0.30400
2003;Myanmar;Other;0.32800
2004;Myanmar;Other;0.32200
2005;Myanmar;Other;0.32500
2006;Myanmar;Other;0.31300
2007;Myanmar;Other;0.31600
2008;Myanmar;Other;0.29200
2009;Myanmar;Other;0.28800
2010;Myanmar;Other;0.29400
2011;Myanmar;Other;0.29500
2012;Myanmar;Other;0.31300
2013;Myanmar;Other;0.32300
2014;Myanmar;Other;0.35100
2015;Myanmar;Other;0.36900
2016;Myanmar;Other;0.33200
2017;Myanmar;Other;0.33500
2018;Myanmar;Other;0.33700
1850;Philippines;Energy;0.09030
1851;Philippines;Energy;0.09100
1852;Philippines;Energy;0.09170
1853;Philippines;Energy;0.09250
1854;Philippines;Energy;0.09320
1855;Philippines;Energy;0.09390
1856;Philippines;Energy;0.09470
1857;Philippines;Energy;0.09530
1858;Philippines;Energy;0.09600
1859;Philippines;Energy;0.09670
1860;Philippines;Energy;0.09730
1861;Philippines;Energy;0.09790
1862;Philippines;Energy;0.09850
1863;Philippines;Energy;0.09910
1864;Philippines;Energy;0.09970
1865;Philippines;Energy;0.10000
1866;Philippines;Energy;0.10100
1867;Philippines;Energy;0.10200
1868;Philippines;Energy;0.10200
1869;Philippines;Energy;0.10300
1870;Philippines;Energy;0.10400
1871;Philippines;Energy;0.10500
1872;Philippines;Energy;0.10600
1873;Philippines;Energy;0.10700
1874;Philippines;Energy;0.10900
1875;Philippines;Energy;0.11100
1876;Philippines;Energy;0.11300
1877;Philippines;Energy;0.11500
1878;Philippines;Energy;0.11600
1879;Philippines;Energy;0.11800
1880;Philippines;Energy;0.11900
1881;Philippines;Energy;0.12000
1882;Philippines;Energy;0.12100
1883;Philippines;Energy;0.12200
1884;Philippines;Energy;0.12300
1885;Philippines;Energy;0.12400
1886;Philippines;Energy;0.12500
1887;Philippines;Energy;0.12600
1888;Philippines;Energy;0.12700
1889;Philippines;Energy;0.12800
1890;Philippines;Energy;0.14300
1891;Philippines;Energy;0.14800
1892;Philippines;Energy;0.15300
1893;Philippines;Energy;0.15900
1894;Philippines;Energy;0.16500
1895;Philippines;Energy;0.17100
1896;Philippines;Energy;0.17800
1897;Philippines;Energy;0.18500
1898;Philippines;Energy;0.19200
1899;Philippines;Energy;0.20000
1900;Philippines;Energy;0.20800
1901;Philippines;Energy;0.21700
1902;Philippines;Energy;0.22800
1903;Philippines;Energy;0.24200
1904;Philippines;Energy;0.25600
1905;Philippines;Energy;0.27100
1906;Philippines;Energy;0.30300
1907;Philippines;Energy;0.29200
1908;Philippines;Energy;0.31700
1909;Philippines;Energy;0.36600
1910;Philippines;Energy;0.37400
1911;Philippines;Energy;0.36900
1912;Philippines;Energy;0.34400
1913;Philippines;Energy;0.35600
1914;Philippines;Energy;0.37500
1915;Philippines;Energy;0.42000
1916;Philippines;Energy;0.42600
1917;Philippines;Energy;0.39500
1918;Philippines;Energy;0.42400
1919;Philippines;Energy;0.46500
1920;Philippines;Energy;0.52300
1921;Philippines;Energy;0.50600
1922;Philippines;Energy;0.53300
1923;Philippines;Energy;0.55600
1924;Philippines;Energy;0.58900
1925;Philippines;Energy;0.61800
1926;Philippines;Energy;0.61800
1927;Philippines;Energy;0.64200
1928;Philippines;Energy;0.68900
1929;Philippines;Energy;0.71300
1930;Philippines;Energy;0.76600
1931;Philippines;Energy;0.83200
1932;Philippines;Energy;0.94200
1933;Philippines;Energy;1.08000
1934;Philippines;Energy;1.24000
1935;Philippines;Energy;1.41000
1936;Philippines;Energy;1.57000
1937;Philippines;Energy;1.71000
1938;Philippines;Energy;1.85000
1939;Philippines;Energy;1.94000
1940;Philippines;Energy;1.99000
1941;Philippines;Energy;1.96000
1942;Philippines;Energy;1.87000
1943;Philippines;Energy;1.73000
1944;Philippines;Energy;1.57000
1945;Philippines;Energy;1.40000
1946;Philippines;Energy;1.23000
1947;Philippines;Energy;1.12000
1948;Philippines;Energy;1.02000
1949;Philippines;Energy;1.00000
1950;Philippines;Energy;4.21000
1951;Philippines;Energy;4.18000
1952;Philippines;Energy;4.75000
1953;Philippines;Energy;4.85000
1954;Philippines;Energy;6.29000
1955;Philippines;Energy;7.71000
1956;Philippines;Energy;7.51000
